Title,Year,Date,Album,Event,Circle,Duration,Track
"SUPER NOVA GiRL",2009,"2009-12-30","ELECTRiC Re:ViEW","Comiket 77","chipion",0,2
"home sweet home",2009,"2009-12-30","ELECTRiC Re:ViEW","Comiket 77","chipion",0,3
"ERECTRiC LOVE GiRL",2009,"2009-12-30","ELECTRiC Re:ViEW","Comiket 77","chipion",0,4
"魔理沙「恋色なんだろう？」～",2009,"2009-12-30","ELECTRiC Re:ViEW","Comiket 77","chipion",0,5
"Dancing Flower(Van Remix)",2009,"2009-12-30","ELECTRiC Re:ViEW","Comiket 77","chipion",0,6
"Beautiful(Club Remix)",2009,"2009-12-30","ELECTRiC Re:ViEW","Comiket 77","chipion",0,7
"A Native Face",2009,"2009-12-30","ELECTRiC Re:ViEW","Comiket 77","chipion",0,8
"R.I.P",2009,"2009-12-30","ELECTRiC Re:ViEW","Comiket 77","chipion",0,9
"コイノヤ",2009,"2009-12-30","ELECTRiC Re:ViEW","Comiket 77","chipion",0,10
"Bad Apple!!",2008,"2008-05-25","EXSERENS","Reitaisai 5","Alstroemeria Records",319,1
"Dark Road",2008,"2008-05-25","EXSERENS","Reitaisai 5","Alstroemeria Records",380,2
"Crystallize Silver",2008,"2008-05-25","EXSERENS","Reitaisai 5","Alstroemeria Records",375,3
"Dreaming",2008,"2008-05-25","EXSERENS","Reitaisai 5","Alstroemeria Records",356,4
"Eighteen Four",2008,"2008-05-25","EXSERENS","Reitaisai 5","Alstroemeria Records",280,5
"Dolls",2008,"2008-05-25","EXSERENS","Reitaisai 5","Alstroemeria Records",326,6
"Shinto Shrine",2008,"2008-05-25","EXSERENS","Reitaisai 5","Alstroemeria Records",447,7
"Shanhai Alice in 1884",2008,"2008-05-25","EXSERENS","Reitaisai 5","Alstroemeria Records",317,8
"Voile, the Magic Library",2008,"2008-05-25","EXSERENS","Reitaisai 5","Alstroemeria Records",380,9
"Scolded By The Princess",2008,"2008-05-25","EXSERENS","Reitaisai 5","Alstroemeria Records",546,10
"Alice Maestera",2008,"2008-05-25","EXSERENS","Reitaisai 5","Alstroemeria Records",368,11
"The Last Judgement",2008,"2008-05-25","EXSERENS","Reitaisai 5","Alstroemeria Records",453,12
"OUTRO",2008,"2008-05-25","EXSERENS","Reitaisai 5","Alstroemeria Records",96,13
"909303",2011,"2011-03-13","EXSERENSES","Reitaisai 8","Alstroemeria Records",177,1
"End of Daylight",2011,"2011-03-13","EXSERENSES","Reitaisai 8","Alstroemeria Records",408,2
"Strawberry Crisis!!",2011,"2011-03-13","EXSERENSES","Reitaisai 8","Alstroemeria Records",373,3
"Cheek Colours",2011,"2011-03-13","EXSERENSES","Reitaisai 8","Alstroemeria Records",273,4
"God Know Will You From Love From True",2011,"2011-03-13","EXSERENSES","Reitaisai 8","Alstroemeria Records",119,5
"Plain Asia",2011,"2011-03-13","EXSERENSES","Reitaisai 8","Alstroemeria Records",314,6
"Against, Perfect Cherry Blossom.",2011,"2011-03-13","EXSERENSES","Reitaisai 8","Alstroemeria Records",330,7
"Saigetsu",2011,"2011-03-13","EXSERENSES","Reitaisai 8","Alstroemeria Records",346,8
"Scarlet Fogbound",2011,"2011-03-13","EXSERENSES","Reitaisai 8","Alstroemeria Records",411,9
"Dim. Dream",2011,"2011-03-13","EXSERENSES","Reitaisai 8","Alstroemeria Records",398,10
"Infinite Being",2011,"2011-03-13","EXSERENSES","Reitaisai 8","Alstroemeria Records",304,11
"Suwa Foughten Field",2011,"2011-03-13","EXSERENSES","Reitaisai 8","Alstroemeria Records",304,12
"Necro Fantasia",2011,"2011-03-13","EXSERENSES","Reitaisai 8","Alstroemeria Records",349,13
"死奏憐音、玲瓏ノ終",2010,"2010-03-14","EastNewSoundBest vol.1","Reitaisai 7","EastNewSound",381,1
"悖徳数列組曲",2010,"2010-03-14","EastNewSoundBest vol.1","Reitaisai 7","EastNewSound",0,2
"Lucent Wish",2010,"2010-03-14","EastNewSoundBest vol.1","Reitaisai 7","EastNewSound",347,3
"Black Lotus",2010,"2010-03-14","EastNewSoundBest vol.1","Reitaisai 7","EastNewSound",395,4
"VANISHING POINT「/」",2010,"2010-03-14","EastNewSoundBest vol.1","Reitaisai 7","EastNewSound",368,5
"Alegro?",2010,"2010-03-14","EastNewSoundBest vol.1","Reitaisai 7","EastNewSound",286,6
"undefined songs",2010,"2010-03-14","EastNewSoundBest vol.1","Reitaisai 7","EastNewSound",298,7
"幻想郷祭囃子（秋）",2010,"2010-03-14","EastNewSoundBest vol.1","Reitaisai 7","EastNewSound",299,8
"風導星歌、黎明ノ景",2010,"2010-03-14","EastNewSoundBest vol.1","Reitaisai 7","EastNewSound",339,9
"Fractal Cage",2010,"2010-03-14","EastNewSoundBest vol.1","Reitaisai 7","EastNewSound",344,10
"緋色月下、狂咲ノ絶",2010,"2010-03-14","EastNewSoundBest vol.1","Reitaisai 7","EastNewSound",402,11
"Lucid Dream",2010,"2010-03-14","EastNewSoundBest vol.1","Reitaisai 7","EastNewSound",256,12
"桜∞",2012,"2012-05-27","EastNewSoundBest vol.2","","EastNewSound",0,1
"sound of carnation",2012,"2012-05-27","EastNewSoundBest vol.2","","EastNewSound",281,2
"星霜輪廻～",2012,"2012-05-27","EastNewSoundBest vol.2","","EastNewSound",0,3
"relate",2012,"2012-05-27","EastNewSoundBest vol.2","","EastNewSound",215,4
"視えない旅路～",2012,"2012-05-27","EastNewSoundBest vol.2","","EastNewSound",0,5
"Intense Desire",2012,"2012-05-27","EastNewSoundBest vol.2","","EastNewSound",258,6
"PiPiPiPARU",2012,"2012-05-27","EastNewSoundBest vol.2","","EastNewSound",361,7
"霧中の境界",2012,"2012-05-27","EastNewSoundBest vol.2","","EastNewSound",227,8
"Run up shooting star",2012,"2012-05-27","EastNewSoundBest vol.2","","EastNewSound",252,9
"桜影彩艶",2012,"2012-05-27","EastNewSoundBest vol.2","","EastNewSound",342,10
"無炎舞踊≠循環",2012,"2012-05-27","EastNewSoundBest vol.2","","EastNewSound",332,11
"I：solation",2012,"2012-05-27","EastNewSoundBest vol.2","","EastNewSound",258,12
"メイドと血の懐中時計",2009,"2009-12-30","Eastern Piano & Ensemble -The Concert for Crimson Ladies-","Comiket 77","CloneSoldier's Factory",265,1
"AN ORDEAL FROM GOD",2009,"2009-12-30","Eastern Piano & Ensemble -The Concert for Crimson Ladies-","Comiket 77","CloneSoldier's Factory",304,2
"Bloody Moonlight",2009,"2009-12-30","Eastern Piano & Ensemble -The Concert for Crimson Ladies-","Comiket 77","CloneSoldier's Factory",257,3
"Surprising Umblera",2009,"2009-12-30","Eastern Piano & Ensemble -The Concert for Crimson Ladies-","Comiket 77","CloneSoldier's Factory",165,4
"ヴワル魔法図書館にて",2009,"2009-12-30","Eastern Piano & Ensemble -The Concert for Crimson Ladies-","Comiket 77","CloneSoldier's Factory",299,5
"無何有の郷　～",2009,"2009-12-30","Eastern Piano & Ensemble -The Concert for Crimson Ladies-","Comiket 77","CloneSoldier's Factory",0,6
"妖魔夜行",2009,"2009-12-30","Eastern Piano & Ensemble -The Concert for Crimson Ladies-","Comiket 77","CloneSoldier's Factory",296,7
"Closed eyes ～ Critical Horrors",2009,"2009-12-30","Eastern Piano & Ensemble -The Concert for Crimson Ladies-","Comiket 77","CloneSoldier's Factory",433,8
"可愛い大戦争後のリフレーン",2009,"2009-12-30","Eastern Piano & Ensemble -The Concert for Crimson Ladies-","Comiket 77","CloneSoldier's Factory",235,9
"中央神話",2009,"2009-12-30","Eastern Piano & Ensemble -The Concert for Crimson Ladies-","Comiket 77","CloneSoldier's Factory",191,10
"緑眼のジェラシー",2009,"2009-12-30","Eastern Piano & Ensemble -The Concert for Crimson Ladies-","Comiket 77","CloneSoldier's Factory",285,11
"フラワリングナイト",2009,"2009-12-30","Eastern Piano & Ensemble -The Concert for Crimson Ladies-","Comiket 77","CloneSoldier's Factory",337,12
"煙楼",2009,"2009-12-30","eclat:","Comiket 77","＜echo＞PROJECT",167,1
"TLiNKLE",2009,"2009-12-30","eclat:","Comiket 77","＜echo＞PROJECT",269,2
"Fantasic Logic",2009,"2009-12-30","eclat:","Comiket 77","＜echo＞PROJECT",209,3
"沈丁花",2009,"2009-12-30","eclat:","Comiket 77","＜echo＞PROJECT",287,4
"アキツミカミ",2009,"2009-12-30","eclat:","Comiket 77","＜echo＞PROJECT",275,5
"Love it Heart",2009,"2009-12-30","eclat:","Comiket 77","＜echo＞PROJECT",256,6
"空想の死と羽化、夕映えの中で",2009,"2009-12-30","eclat:","Comiket 77","＜echo＞PROJECT",416,7
"I want YOU -Mad love- OFF Vocal Version",2009,"2009-03-21","El Dorado おまけCD","Touhou Komachi Fuhai 5","El Dorado",0,1
"Regret (Insto)",2009,"2009-03-21","El Dorado おまけCD","Touhou Komachi Fuhai 5","El Dorado",0,2
"Immortal barrage battle (Remix)",2009,"2009-03-21","El Dorado おまけCD","Touhou Komachi Fuhai 5","El Dorado",0,3
"Eternal dream (Remix)",2009,"2009-03-21","El Dorado おまけCD","Touhou Komachi Fuhai 5","El Dorado",0,4
"幻象",2012,"2012-12-30","Emotionally Resonance","Comiket 83","Amateras Records",0,1
"Hollow Forgotten World",2012,"2012-12-30","Emotionally Resonance","Comiket 83","Amateras Records",312,2
"燐とした憐れみ",2012,"2012-12-30","Emotionally Resonance","Comiket 83","Amateras Records",220,3
"触れられない優しさ",2012,"2012-12-30","Emotionally Resonance","Comiket 83","Amateras Records",273,4
"サヨナラの距離",2012,"2012-12-30","Emotionally Resonance","Comiket 83","Amateras Records",216,5
"Under The Rose",2012,"2012-12-30","Emotionally Resonance","Comiket 83","Amateras Records",326,6
"Lost Traveler",2012,"2012-12-30","Emotionally Resonance","Comiket 83","Amateras Records",316,7
"Another for Happy",2012,"2012-12-30","Emotionally Resonance","Comiket 83","Amateras Records",307,8
"Twinkle Twinkle",2012,"2012-12-30","Emotionally Resonance","Comiket 83","Amateras Records",382,9
"Refined",2012,"2012-12-30","Emotionally Resonance","Comiket 83","Amateras Records",265,10
"デジタル☆恋心",2011,"2011-03-13","Era of conagusuri 01","Reitaisai 8","Conagusuri",335,1
"マホウノクスリ",2011,"2011-03-13","Era of conagusuri 01","Reitaisai 8","Conagusuri",352,2
"閃光マイスター",2011,"2011-03-13","Era of conagusuri 01","Reitaisai 8","Conagusuri",350,3
"Hypno Apple!!",2011,"2011-03-13","Era of conagusuri 01","Reitaisai 8","Conagusuri",269,4
"霊知の太陽ナイトフィーバー",2011,"2011-03-13","Era of conagusuri 01","Reitaisai 8","Conagusuri",231,5
"悠月",2011,"2011-03-13","Era of conagusuri 01","Reitaisai 8","Conagusuri",270,6
"ひなちょこダークマター",2011,"2011-03-13","Era of conagusuri 01","Reitaisai 8","Conagusuri",225,7
"Septed of Carnival",2011,"2011-03-13","Era of conagusuri 01","Reitaisai 8","Conagusuri",262,8
"荻野目講師による弾幕STG作成講座",2011,"2011-03-13","Era of conagusuri 01","Reitaisai 8","Conagusuri",198,9
"GRIMOIRE×ALICE",2011,"2011-03-13","Era of conagusuri 01","Reitaisai 8","Conagusuri",305,10
"チルミルチルノ",2011,"2011-03-13","Era of conagusuri 01","Reitaisai 8","Conagusuri",292,11
"戒律の炎と蒼星姫",2011,"2011-03-13","Era of conagusuri 01","Reitaisai 8","Conagusuri",224,12
"週末の夜明け",2011,"2011-03-13","Era of conagusuri 01","Reitaisai 8","Conagusuri",297,13
"マイステリートラベル",2011,"2011-03-13","Era of conagusuri 01","Reitaisai 8","Conagusuri",236,14
"チルミルチルノ　韓国語",2011,"2011-03-13","Era of conagusuri 01","Reitaisai 8","Conagusuri",0,15
"Prologue",2012,"2012-08-11","Eternal Fantasia","Comiket 82","DiGiTAL WiNG",56,1
"Ring of Fantasia",2012,"2012-08-11","Eternal Fantasia","Comiket 82","DiGiTAL WiNG",289,2
"ETERNAL WiNG",2012,"2012-08-11","Eternal Fantasia","Comiket 82","DiGiTAL WiNG",379,3
"With affection",2012,"2012-08-11","Eternal Fantasia","Comiket 82","DiGiTAL WiNG",230,4
"Flower of dream",2012,"2012-08-11","Eternal Fantasia","Comiket 82","DiGiTAL WiNG",353,5
"祖の強限夢",2012,"2012-08-11","Eternal Fantasia","Comiket 82","DiGiTAL WiNG",332,6
"発芽年鑑",2012,"2012-08-11","Eternal Fantasia","Comiket 82","DiGiTAL WiNG",359,7
"rimmed with sugar",2012,"2012-08-11","Eternal Fantasia","Comiket 82","DiGiTAL WiNG",286,8
"素敵なワン・ツー・スリー",2012,"2012-08-11","Eternal Fantasia","Comiket 82","DiGiTAL WiNG",214,9
"Guardian",2012,"2012-08-11","Eternal Fantasia","Comiket 82","DiGiTAL WiNG",268,10
"有明は午前4時 (Halozy EUROBEAT Version)",2012,"2012-08-11","Eternal Fantasia","Comiket 82","DiGiTAL WiNG",282,11
"エターナルフォースブリザード",2009,"2009/06/21","Eternal Force Blizzard","","っ´Д｀)っ ゼロ式の家",320,1
"アルティメット・ダーク・ファイアー・スラッシュ",2009,"2009/06/21","Eternal Force Blizzard","","っ´Д｀)っ ゼロ式の家",166,2
"バーニング・ダーク・フレイム・オブ・ディッセンバー",2009,"2009/06/21","Eternal Force Blizzard","","っ´Д｀)っ ゼロ式の家",254,3
"シャイニングジャスティス",2009,"2009/06/21","Eternal Force Blizzard","","っ´Д｀)っ ゼロ式の家",328,4
"ティーガー・マシーネン・ピストーレ",2009,"2009/06/21","Eternal Force Blizzard","","っ´Д｀)っ ゼロ式の家",241,5
"インフェルノ・オブ・メサイア",2009,"2009/06/21","Eternal Force Blizzard","","っ´Д｀)っ ゼロ式の家",244,6
"突撃！隣の紅茶館",2009,"2009/06/21","Eternal Force Blizzard","","っ´Д｀)っ ゼロ式の家",240,7
"一日ケロちゃん",2009,"2009/06/21","Eternal Force Blizzard","","っ´Д｀)っ ゼロ式の家",164,8
"avatar",2009,"2009-12-30","eureka","Comiket 77","fromadistance",245,1
"apotheosis",2009,"2009-12-30","eureka","Comiket 77","fromadistance",263,2
"still, calling",2009,"2009-12-30","eureka","Comiket 77","fromadistance",174,3
"Aureole, again",2009,"2009-12-30","eureka","Comiket 77","fromadistance",181,4
"kamunagara",2009,"2009-12-30","eureka","Comiket 77","fromadistance",193,5
"ideal",2009,"2009-12-30","eureka","Comiket 77","fromadistance",218,6
"Veda",2009,"2009-12-30","eureka","Comiket 77","fromadistance",212,7
"a field of clouds",2009,"2009-12-30","eureka","Comiket 77","fromadistance",248,8
"eureka",2009,"2009-12-30","eureka","Comiket 77","fromadistance",198,9
"Memories on far day",2010,"2010-03-14","Existence","Reitaisai 7","2nd Flush",0,1
"existence",2010,"2010-03-14","Existence","Reitaisai 7","2nd Flush",0,2
"Fantasy cherry blossoms",2010,"2010-03-14","Existence","Reitaisai 7","2nd Flush",0,3
"To the fog",2010,"2010-03-14","Existence","Reitaisai 7","2nd Flush",0,4
"Assassin at night",2010,"2010-03-14","Existence","Reitaisai 7","2nd Flush",0,5
"時の幻想",2010,"2010-08-14","FANTASY OF FANTASY","Comiket 78","Dimension's Gate",0,1
"FANTASY OF FANTASY",2010,"2010-08-14","FANTASY OF FANTASY","Comiket 78","Dimension's Gate",0,2
"FAIRY DANCE",2010,"2010-08-14","FANTASY OF FANTASY","Comiket 78","Dimension's Gate",0,3
"morning snow",2010,"2010-08-14","FANTASY OF FANTASY","Comiket 78","Dimension's Gate",0,4
"FANTASY OF FANTASY [short ver.]",2010,"2010-08-14","FANTASY OF FANTASY","Comiket 78","Dimension's Gate",0,5
"ネイティブフェイス",2010,"2010-03-14","FENNEL SEED ～想いし神～","Reitaisai 7","FENNEL SEED",0,1
"人恋し神々",2010,"2010-03-14","FENNEL SEED ～想いし神～","Reitaisai 7","FENNEL SEED",0,2
"竹取飛翔",2010,"2010-03-14","FENNEL SEED ～想いし神～","Reitaisai 7","FENNEL SEED",0,3
"千年幻想郷",2010,"2010-03-14","FENNEL SEED ～想いし神～","Reitaisai 7","FENNEL SEED",0,4
"U.K",2010,"2010-03-14","FENNEL SEED ～想いし神～","Reitaisai 7","FENNEL SEED",0,5
"業火マントル",2010,"2010-03-14","FENNEL SEED ～想いし神～","Reitaisai 7","FENNEL SEED",0,6
"少女さとり",2010,"2010-03-14","FENNEL SEED ～想いし神～","Reitaisai 7","FENNEL SEED",0,7
"彼岸帰航",2010,"2010-03-14","FENNEL SEED ～想いし神～","Reitaisai 7","FENNEL SEED",0,8
"prologue_fated",2008,"2008-12-29","FIND","Comiket 75","Attrielectrock",73,1
"終わる月夜／消えてくれない陽の光",2008,"2008-12-29","FIND","Comiket 75","Attrielectrock",191,2
"interlude_act.1",2008,"2008-12-29","FIND","Comiket 75","Attrielectrock",0,3
"prologue_end",2008,"2008-12-29","FIND","Comiket 75","Attrielectrock",160,4
"消えゆく影と去りゆく足跡と",2008,"2008-12-29","FIND","Comiket 75","Attrielectrock",242,5
"interlude_act.2「",2008,"2008-12-29","FIND","Comiket 75","Attrielectrock",0,6
"prologue_red",2008,"2008-12-29","FIND","Comiket 75","Attrielectrock",373,7
"ever ending story",2008,"2008-12-29","FIND","Comiket 75","Attrielectrock",481,8
"interlude_act.3「",2008,"2008-12-29","FIND","Comiket 75","Attrielectrock",0,9
"prologue_find",2008,"2008-12-29","FIND","Comiket 75","Attrielectrock",354,10
"其の世界の全テ",2008,"2008-12-29","FIND","Comiket 75","Attrielectrock",490,11
"epilogue_",2008,"2008-12-29","FIND","Comiket 75","Attrielectrock",358,12
"With all of my hearts",2011,"2011-03-13","FIORITA","Reitaisai 8","C-CLAYS",0,1
"TeTracTys",2011,"2011-03-13","FIORITA","Reitaisai 8","C-CLAYS",0,2
"君として咲く花",2011,"2011-03-13","FIORITA","Reitaisai 8","C-CLAYS",0,3
"Infinite Nightmare",2011,"2011-03-13","FIORITA","Reitaisai 8","C-CLAYS",0,4
"Border",2011,"2011-03-13","FIORITA","Reitaisai 8","C-CLAYS",0,5
"Out Of The Religious",2011,"2011-03-13","FIORITA","Reitaisai 8","C-CLAYS",0,6
"Djedefre",2011,"2011-03-13","FIORITA","Reitaisai 8","C-CLAYS",0,7
"Zeiger",2011,"2011-03-13","FIORITA","Reitaisai 8","C-CLAYS",0,8
"おてんば恋娘の冒険",2008,"2008-05-25","FLASHBACK to ...","Reitaisai 5","CYTOKINE",318,1
"The'U.N.Owen' is her",2008,"2008-05-25","FLASHBACK to ...","Reitaisai 5","CYTOKINE",0,2
"風神少女",2008,"2008-05-25","FLASHBACK to ...","Reitaisai 5","CYTOKINE",256,3
"F.M.S",2008,"2008-05-25","FLASHBACK to ...","Reitaisai 5","CYTOKINE",295,4
"Yume x Utsutsu",2008,"2008-05-25","FLASHBACK to ...","Reitaisai 5","CYTOKINE",309,5
"Abandon all hope, ye who enter here",2008,"2008-05-25","FLASHBACK to ...","Reitaisai 5","CYTOKINE",574,6
"赤",2008,"2008-05-25","FLASHBACK to ...","Reitaisai 5","CYTOKINE",0,7
"re:world",2008,"2008-05-25","FLASHBACK to ...","Reitaisai 5","CYTOKINE",328,8
"籠",2008,"2008-05-25","FLASHBACK to ...","Reitaisai 5","CYTOKINE",0,9
"The Hiroshige Thirty-six",2008,"2008-05-25","FLASHBACK to ...","Reitaisai 5","CYTOKINE",0,10
"霧掛かる冥夜",2009,"2009-02-15","FOGGY NIGHT","Scarlet Square","Discord Registers",0,1
"瓦礫の人形 〜Plastic Mad Eye〜",2009,"2009-02-15","FOGGY NIGHT","Scarlet Square","Discord Registers",199,2
"東方戦史",2009,"2009-02-15","FOGGY NIGHT","Scarlet Square","Discord Registers",0,3
"血塗られし追憶",2009,"2009-02-15","FOGGY NIGHT","Scarlet Square","Discord Registers",0,4
"語り継がれぬ物語",2009,"2009-02-15","FOGGY NIGHT","Scarlet Square","Discord Registers",0,5
"戦乱の語り部達",2009,"2009-02-15","FOGGY NIGHT","Scarlet Square","Discord Registers",141,6
"follow the light",2008,"2008-12-29","FOLLOW THE LIGHT","Comiket 75","Eight-Million",0,1
"Mighty Echoes",2008,"2008-12-29","FOLLOW THE LIGHT","Comiket 75","Eight-Million",0,2
"Fly Bird",2008,"2008-12-29","FOLLOW THE LIGHT","Comiket 75","Eight-Million",0,3
"彩",2008,"2008-12-29","FOLLOW THE LIGHT","Comiket 75","Eight-Million",0,4
"Side by Side",2008,"2008-12-29","FOLLOW THE LIGHT","Comiket 75","Eight-Million",0,5
"地獄の凱旋歌",2008,"2008-12-29","FOLLOW THE LIGHT","Comiket 75","Eight-Million",0,6
"Space Travel",2008,"2008-12-29","FOLLOW THE LIGHT","Comiket 75","Eight-Million",0,7
"Heartbeat",2008,"2008-12-29","FOLLOW THE LIGHT","Comiket 75","Eight-Million",0,8
"東方ディシプリン",2005,"2005-08-14","FRAGILE ONLINE BEST ALBUM VOL.1 東方シリーズ編","Comiket 68","Fragile Online",348,1
"東方と戦慄パート",2005,"2005-08-14","FRAGILE ONLINE BEST ALBUM VOL.1 東方シリーズ編","Comiket 68","Fragile Online",60,2
"東方と戦慄パート",2005,"2005-08-14","FRAGILE ONLINE BEST ALBUM VOL.1 東方シリーズ編","Comiket 68","Fragile Online",120,3
"東方と戦慄パート",2005,"2005-08-14","FRAGILE ONLINE BEST ALBUM VOL.1 東方シリーズ編","Comiket 68","Fragile Online",180,4
"東方と戦慄パート",2005,"2005-08-14","FRAGILE ONLINE BEST ALBUM VOL.1 東方シリーズ編","Comiket 68","Fragile Online",240,5
"東方と戦慄パート",2005,"2005-08-14","FRAGILE ONLINE BEST ALBUM VOL.1 東方シリーズ編","Comiket 68","Fragile Online",300,6
"おてんば恋娘",2005,"2005-08-14","FRAGILE ONLINE BEST ALBUM VOL.1 東方シリーズ編","Comiket 68","Fragile Online",189,7
"アルティメット・トゥルース",2005,"2005-08-14","FRAGILE ONLINE BEST ALBUM VOL.1 東方シリーズ編","Comiket 68","Fragile Online",135,8
