Title,Year,Date,Album,Event,Circle,Duration,Track
"TH8thTIX GATE",2007,"2007-11-04","Dark matteR","Touhou Kouroumu 4","Angelic Quasar",281,5
"黒い雪、白に舞う",2007,"2007-11-04","Dark matteR","Touhou Kouroumu 4","Angelic Quasar",276,6
"awaited sprin...is so far",2007,"2007-11-04","Dark matteR","Touhou Kouroumu 4","Angelic Quasar",270,7
"萃窮之夢 ～Squeeze to Dream",2007,"2007-11-04","Dark matteR","Touhou Kouroumu 4","Angelic Quasar",331,8
"Dark-Side-Attack!!",2007,"2007-11-04","Dark matteR","Touhou Kouroumu 4","Angelic Quasar",240,9
"幻閻と鑑想す宙の牢刻",2007,"2007-11-04","Dark matteR","Touhou Kouroumu 4","Angelic Quasar",317,10
"Dead man's hand",2010,"2010-12-30","Dead man's hand","Comiket 79","CYTOKINE",109,1
"white lies",2010,"2010-12-30","Dead man's hand","Comiket 79","CYTOKINE",314,2
"Throw your cards down",2010,"2010-12-30","Dead man's hand","Comiket 79","CYTOKINE",438,3
"breaking me softly",2010,"2010-12-30","Dead man's hand","Comiket 79","CYTOKINE",367,4
"SHININ'",2010,"2010-12-30","Dead man's hand","Comiket 79","CYTOKINE",318,5
"Silver Crystallized",2010,"2010-12-30","Dead man's hand","Comiket 79","CYTOKINE",246,6
"Reincarnation",2010,"2010-12-30","Dead man's hand","Comiket 79","CYTOKINE",315,7
"LOST CHILD",2010,"2010-12-30","Dead man's hand","Comiket 79","CYTOKINE",337,8
"sayonara.",2010,"2010-12-30","Dead man's hand","Comiket 79","CYTOKINE",224,9
"boooooooom!!!",2010,"2010-12-30","Dead man's hand","Comiket 79","CYTOKINE",167,10
"Non stop dream",2011,"2011-03-13","Definite Energy","Reitaisai 8","EastNewSound",330,1
"Step-by-Step",2011,"2011-03-13","Definite Energy","Reitaisai 8","EastNewSound",317,2
"sound of carnation",2011,"2011-03-13","Definite Energy","Reitaisai 8","EastNewSound",281,3
"relate",2011,"2011-03-13","Definite Energy","Reitaisai 8","EastNewSound",215,4
"East!",2011,"2011-03-13","Definite Energy","Reitaisai 8","EastNewSound",344,5
"Fantastic Sequence",2011,"2011-03-13","Definite Energy","Reitaisai 8","EastNewSound",359,6
"Miniature Garden",2011,"2011-03-13","Definite Energy","Reitaisai 8","EastNewSound",0,7
"Run up shooting star",2011,"2011-03-13","Definite Energy","Reitaisai 8","EastNewSound",252,8
"Blood clot",2011,"2011-03-13","Definite Energy","Reitaisai 8","EastNewSound",259,9
"コモレビ・デイドリーム",2011,"2011-03-13","Definite Energy","Reitaisai 8","EastNewSound",399,10
"I want YOU -Mad love- VoooooooocalVersion",2009,"2009-03-08","Desire","Reitaisai 6","El Dorado",310,1
"Regret",2009,"2009-03-08","Desire","Reitaisai 6","El Dorado",296,2
"Memories... (Remix)",2009,"2009-03-08","Desire","Reitaisai 6","El Dorado",236,3
"さよならメランコリック",2012,"2012-05-27","Desire - sweetly love girls -","Reitaisai 9","556ミリメートル",262,1
"Solitude World",2012,"2012-05-27","Desire - sweetly love girls -","Reitaisai 9","556ミリメートル",237,2
"Enigmatic EQ",2012,"2012-05-27","Desire - sweetly love girls -","Reitaisai 9","556ミリメートル",269,3
"恋想Natural",2012,"2012-05-27","Desire - sweetly love girls -","Reitaisai 9","556ミリメートル",235,4
"Snow Flurry",2012,"2012-05-27","Desire - sweetly love girls -","Reitaisai 9","556ミリメートル",393,5
"Sub Refrain",2012,"2012-05-27","Desire - sweetly love girls -","Reitaisai 9","556ミリメートル",220,6
"届かない場所",2012,"2012-05-27","Desire - sweetly love girls -","Reitaisai 9","556ミリメートル",239,7
"Cosmos Routine (instrumental)",2012,"2012-05-27","Desire - sweetly love girls -","Reitaisai 9","556ミリメートル",266,8
"Good-bye Dream (instrumental)",2012,"2012-05-27","Desire - sweetly love girls -","Reitaisai 9","556ミリメートル",336,9
"Prism",2010,"2010-08-14","Desktop Museum","Comiket 78","A-One",268,1
"キラリ星",2010,"2010-08-14","Desktop Museum","Comiket 78","A-One",271,2
"Necro-Heaven",2010,"2010-08-14","Desktop Museum","Comiket 78","A-One",264,3
"movin' on'",2010,"2010-08-14","Desktop Museum","Comiket 78","A-One",351,4
"思惑シャッフル～学園編～",2010,"2010-08-14","Desktop Museum","Comiket 78","A-One",196,5
"百鬼繚乱",2010,"2010-08-14","Desktop Museum","Comiket 78","A-One",278,6
"あなたの町の恋花火",2010,"2010-08-14","Desktop Museum","Comiket 78","A-One",276,7
"さざなみ",2010,"2010-08-14","Desktop Museum","Comiket 78","A-One",381,8
"OP・イントロ",2011,"2011-12-30","DiGiTAL WiNG (album)","Comiket 81","DiGiTAL WiNG",50,1
"GOD WiNG",2011,"2011-12-30","DiGiTAL WiNG (album)","Comiket 81","DiGiTAL WiNG",237,2
"COUNT DOWN",2011,"2011-12-30","DiGiTAL WiNG (album)","Comiket 81","DiGiTAL WiNG",247,3
"恋のセレナーデ (Halozy Trance Remix)",2011,"2011-12-30","DiGiTAL WiNG (album)","Comiket 81","DiGiTAL WiNG",345,4
"螺旋裏切りのループ",2011,"2011-12-30","DiGiTAL WiNG (album)","Comiket 81","DiGiTAL WiNG",307,5
"I owe you",2011,"2011-12-30","DiGiTAL WiNG (album)","Comiket 81","DiGiTAL WiNG",291,6
"Come Now The Screame",2011,"2011-12-30","DiGiTAL WiNG (album)","Comiket 81","DiGiTAL WiNG",257,7
"ARE YOU COME ON",2011,"2011-12-30","DiGiTAL WiNG (album)","Comiket 81","DiGiTAL WiNG",270,8
"3×3×3mの女の子",2011,"2011-12-30","DiGiTAL WiNG (album)","Comiket 81","DiGiTAL WiNG",261,9
"ED・イントロ",2011,"2011-12-30","DiGiTAL WiNG (album)","Comiket 81","DiGiTAL WiNG",260,10
"白雪の魔女",2012,"2012-05-27","Dilemmatic Sorcery","Reitaisai 9","Amateras Records",298,1
"孤独な",2012,"2012-05-27","Dilemmatic Sorcery","Reitaisai 9","Amateras Records",0,2
"シャンゼリゼ",2012,"2012-05-27","Dilemmatic Sorcery","Reitaisai 9","Amateras Records",256,3
"天邪鬼",2012,"2012-05-27","Dilemmatic Sorcery","Reitaisai 9","Amateras Records",350,4
"君という花",2012,"2012-05-27","Dilemmatic Sorcery","Reitaisai 9","Amateras Records",254,5
"The Beginning of the End",2012,"2012-05-27","Dilemmatic Sorcery","Reitaisai 9","Amateras Records",371,6
"哀色",2012,"2012-05-27","Dilemmatic Sorcery","Reitaisai 9","Amateras Records",0,7
"刹那の",2012,"2012-05-27","Dilemmatic Sorcery","Reitaisai 9","Amateras Records",0,8
"砂上の",2012,"2012-05-27","Dilemmatic Sorcery","Reitaisai 9","Amateras Records",0,9
"Noisy Happiness",2012,"2012-05-27","Dilemmatic Sorcery","Reitaisai 9","Amateras Records",248,10
"白雪の魔女",2012,"2012-08-11","Dilemmatic Sorcery the instrumental","Reitaisai 9","Amateras Records",0,1
"孤独な",2012,"2012-08-11","Dilemmatic Sorcery the instrumental","Reitaisai 9","Amateras Records",0,2
"シャンゼリゼ",2012,"2012-08-11","Dilemmatic Sorcery the instrumental","Reitaisai 9","Amateras Records",0,3
"天邪鬼",2012,"2012-08-11","Dilemmatic Sorcery the instrumental","Reitaisai 9","Amateras Records",0,4
"君という花",2012,"2012-08-11","Dilemmatic Sorcery the instrumental","Reitaisai 9","Amateras Records",0,5
"The Beginning of the End",2012,"2012-08-11","Dilemmatic Sorcery the instrumental","Reitaisai 9","Amateras Records",0,6
"哀色",2012,"2012-08-11","Dilemmatic Sorcery the instrumental","Reitaisai 9","Amateras Records",0,7
"刹那の",2012,"2012-08-11","Dilemmatic Sorcery the instrumental","Reitaisai 9","Amateras Records",0,8
"砂上の",2012,"2012-08-11","Dilemmatic Sorcery the instrumental","Reitaisai 9","Amateras Records",0,9
"Noisy Happiness",2012,"2012-08-11","Dilemmatic Sorcery the instrumental","Reitaisai 9","Amateras Records",0,10
"Steady night",2011,"2011-12-30","Dione Aggregation","Comiket 81","EastNewSound",274,1
"Long time ago",2011,"2011-12-30","Dione Aggregation","Comiket 81","EastNewSound",373,2
"星霜輪廻～",2011,"2011-12-30","Dione Aggregation","Comiket 81","EastNewSound",0,3
"［人］人～ひと～",2011,"2011-12-30","Dione Aggregation","Comiket 81","EastNewSound",303,4
"桜∞",2011,"2011-12-30","Dione Aggregation","Comiket 81","EastNewSound",0,5
"effulgence",2011,"2011-12-30","Dione Aggregation","Comiket 81","EastNewSound",297,6
"Star Light",2011,"2011-12-30","Dione Aggregation","Comiket 81","EastNewSound",251,7
"I：solation",2011,"2011-12-30","Dione Aggregation","Comiket 81","EastNewSound",258,8
"Everlasting",2011,"2011-12-30","Dione Aggregation","Comiket 81","EastNewSound",320,9
"時の檻",2011,"2011-12-30","Dione Aggregation","Comiket 81","EastNewSound",265,10
"Starry heavens",2011,"2011-12-30","Dione Aggregation","Comiket 81","EastNewSound",315,11
"Loop Vision",2011,"2011-12-30","Dione Aggregation","Comiket 81","EastNewSound",333,12
"Steady night",2012,"2012-05-27","Dione Aggregation the instrumental","Reitaisai 9","EastNewSound",274,1
"Long time ago",2012,"2012-05-27","Dione Aggregation the instrumental","Reitaisai 9","EastNewSound",373,2
"星霜輪廻～",2012,"2012-05-27","Dione Aggregation the instrumental","Reitaisai 9","EastNewSound",0,3
"［人］人～ひと～",2012,"2012-05-27","Dione Aggregation the instrumental","Reitaisai 9","EastNewSound",303,4
"桜∞",2012,"2012-05-27","Dione Aggregation the instrumental","Reitaisai 9","EastNewSound",0,5
"effulgence",2012,"2012-05-27","Dione Aggregation the instrumental","Reitaisai 9","EastNewSound",297,6
"Star Light",2012,"2012-05-27","Dione Aggregation the instrumental","Reitaisai 9","EastNewSound",251,7
"I：solation",2012,"2012-05-27","Dione Aggregation the instrumental","Reitaisai 9","EastNewSound",258,8
"Everlasting",2012,"2012-05-27","Dione Aggregation the instrumental","Reitaisai 9","EastNewSound",320,9
"時の檻",2012,"2012-05-27","Dione Aggregation the instrumental","Reitaisai 9","EastNewSound",265,10
"Starry heavens",2012,"2012-05-27","Dione Aggregation the instrumental","Reitaisai 9","EastNewSound",315,11
"Loop Vision",2012,"2012-05-27","Dione Aggregation the instrumental","Reitaisai 9","EastNewSound",333,12
"aka yori akai yume",2006,"2006-05-21","Dividing from Hell","Reitaisai 3","ad libitum records",143,1
"Ract girl",2006,"2006-05-21","Dividing from Hell","Reitaisai 3","ad libitum records",275,2
"Is U.N Owen her?",2006,"2006-05-21","Dividing from Hell","Reitaisai 3","ad libitum records",178,3
"koi iro master spark",2006,"2006-05-21","Dividing from Hell","Reitaisai 3","ad libitum records",253,4
"toh hou youyoumu",2006,"2006-05-21","Dividing from Hell","Reitaisai 3","ad libitum records",279,5
"higasi no kuni no nemuranai yoru",2006,"2006-05-21","Dividing from Hell","Reitaisai 3","ad libitum records",192,6
"scene01 Strawberry Girls' talk",2010,"2010-09-19","Dolce Rose 1 Strawberry ShortcakeS","Reitaisai SP","Attrielectrock",0,1
"scene02 First Makeup",2010,"2010-09-19","Dolce Rose 1 Strawberry ShortcakeS","Reitaisai SP","Attrielectrock",0,2
"scene03 Tigher Walk",2010,"2010-09-19","Dolce Rose 1 Strawberry ShortcakeS","Reitaisai SP","Attrielectrock",0,3
"scene01 Chocolate Circle",2010,"2010-09-19","Dolce Rose 2 Golden Chocolate","Reitaisai SP","Attrielectrock",0,1
"scene02 Bitter Sweet",2010,"2010-09-19","Dolce Rose 2 Golden Chocolate","Reitaisai SP","Attrielectrock",0,2
"scene03 Night Lady",2010,"2010-09-19","Dolce Rose 2 Golden Chocolate","Reitaisai SP","Attrielectrock",0,3
"BlueBerry Service",2010,"2010-10-31","Dolce Rose 3 Blueberry Tarte","M3-26","Attrielectrock",0,1
"Lolita Lolita",2010,"2010-10-31","Dolce Rose 3 Blueberry Tarte","M3-26","Attrielectrock",0,2
"The Orbit",2010,"2010-10-31","Dolce Rose 3 Blueberry Tarte","M3-26","Attrielectrock",0,3
"introduction Paradise Songer",2010,"2010-12-30","Dolce Rose Collection","Comiket 79","Attrielectrock",197,1
"label01 Well [ATTRi mix]",2010,"2010-12-30","Dolce Rose Collection","Comiket 79","Attrielectrock",293,2
"label02 Metronia",2010,"2010-12-30","Dolce Rose Collection","Comiket 79","Attrielectrock",320,3
"label03 Strawberry Girls'talk",2010,"2010-12-30","Dolce Rose Collection","Comiket 79","Attrielectrock",327,4
"label04 First Makeup",2010,"2010-12-30","Dolce Rose Collection","Comiket 79","Attrielectrock",335,5
"label05 Tigher Walk",2010,"2010-12-30","Dolce Rose Collection","Comiket 79","Attrielectrock",345,6
"label06 Chocolate Circle",2010,"2010-12-30","Dolce Rose Collection","Comiket 79","Attrielectrock",339,7
"label07 Bitter Sweet",2010,"2010-12-30","Dolce Rose Collection","Comiket 79","Attrielectrock",447,8
"label08 Night Lady",2010,"2010-12-30","Dolce Rose Collection","Comiket 79","Attrielectrock",355,9
"label09 BlueBerry Service",2010,"2010-12-30","Dolce Rose Collection","Comiket 79","Attrielectrock",207,10
"label10 Lolita Lolita",2010,"2010-12-30","Dolce Rose Collection","Comiket 79","Attrielectrock",401,11
"label11 The Orbit",2010,"2010-12-30","Dolce Rose Collection","Comiket 79","Attrielectrock",322,12
"endroll",2010,"2010-12-30","Dolce Rose Collection","Comiket 79","Attrielectrock",263,13
"Intro",2007,"2007-08-17","Dolls","Comiket 72","Alstroemeria Records",152,1
"Dolls",2007,"2007-08-17","Dolls","Comiket 72","Alstroemeria Records",324,2
"Dreaming",2007,"2007-08-17","Dolls","Comiket 72","Alstroemeria Records",351,3
"Shinto Shrine",2007,"2007-08-17","Dolls","Comiket 72","Alstroemeria Records",443,4
"Eighteen Four",2007,"2007-08-17","Dolls","Comiket 72","Alstroemeria Records",279,5
"Infinite Being",2007,"2007-08-17","Dolls","Comiket 72","Alstroemeria Records",302,6
"Scolded By The Princess",2007,"2007-08-17","Dolls","Comiket 72","Alstroemeria Records",544,7
"The Last Judgement (Tsukasa Bootleg Remix)",2007,"2007-08-17","Dolls","Comiket 72","Alstroemeria Records",406,8
"Eighteen Four (Spray Remix)",2007,"2007-08-17","Dolls","Comiket 72","Alstroemeria Records",346,9
"Bad Apple!! (Graph Tech Remix)",2007,"2007-08-17","Dolls","Comiket 72","Alstroemeria Records",292,10
"oakwood",2009,"2009-12-30","dominoes e.p.","Comiket 77","flap+frog",140,1
"peace with the humans is NOT POSSIBLE.",2009,"2009-12-30","dominoes e.p.","Comiket 77","flap+frog",142,2
"hiroshige goes",2009,"2009-12-30","dominoes e.p.","Comiket 77","flap+frog",41,3
"Living Daylights(acid)",2009,"2009-12-30","dominoes e.p.","Comiket 77","flap+frog",193,4
"call her name...",2009,"2009-12-30","dominoes e.p.","Comiket 77","flap+frog",230,5
"opsrey",2009,"2009-12-30","dominoes e.p.","Comiket 77","flap+frog",188,6
"maigo",2009,"2009-12-30","dominoes e.p.","Comiket 77","flap+frog",149,7
"Radio Programs",2010,"2010-03-14","Double Counterpoint","Reitaisai 7","Alstroemeria Records",77,1
"Against, Perfect Cherry Blossom.",2010,"2010-03-14","Double Counterpoint","Reitaisai 7","Alstroemeria Records",328,2
"Real Intension",2010,"2010-03-14","Double Counterpoint","Reitaisai 7","Alstroemeria Records",242,3
"Imperishable Night",2010,"2010-03-14","Double Counterpoint","Reitaisai 7","Alstroemeria Records",303,4
"Story of the End",2010,"2010-03-14","Double Counterpoint","Reitaisai 7","Alstroemeria Records",297,5
"Hale inthe 270°",2010,"2010-03-14","Double Counterpoint","Reitaisai 7","Alstroemeria Records",296,6
"Spiritual",2010,"2010-03-14","Double Counterpoint","Reitaisai 7","Alstroemeria Records",252,7
"Structure Frame",2010,"2010-03-14","Double Counterpoint","Reitaisai 7","Alstroemeria Records",499,8
"Punishing Fire",2010,"2010-03-14","Double Counterpoint","Reitaisai 7","Alstroemeria Records",342,9
"Romantic Night",2010,"2010-03-14","Double Counterpoint","Reitaisai 7","Alstroemeria Records",291,10
"Space Gate",2010,"2010-03-14","Double Counterpoint","Reitaisai 7","Alstroemeria Records",236,11
"Spring Comes Along",2010,"2010-03-14","Double Counterpoint","Reitaisai 7","Alstroemeria Records",355,12
"Ripple",2010,"2010-03-14","Double Counterpoint","Reitaisai 7","Alstroemeria Records",252,13
"Sacred Promise",2007,"2007-08-17","Drawing the Spell","Comiket 72","Crazy Voltage",243,1
"Succeeded Memory",2007,"2007-08-17","Drawing the Spell","Comiket 72","Crazy Voltage",206,2
"Moon Stroll",2007,"2007-08-17","Drawing the Spell","Comiket 72","Crazy Voltage",208,3
"Rusted Sickle",2007,"2007-08-17","Drawing the Spell","Comiket 72","Crazy Voltage",194,4
"Streamflow",2007,"2007-08-17","Drawing the Spell","Comiket 72","Crazy Voltage",342,5
"Fragments of Books",2007,"2007-08-17","Drawing the Spell","Comiket 72","Crazy Voltage",248,6
"Dark Light",2007,"2007-08-17","Drawing the Spell","Comiket 72","Crazy Voltage",173,7
"No Dimension",2007,"2007-08-17","Drawing the Spell","Comiket 72","Crazy Voltage",332,8
"Dance in the Nightmare",2007,"2007-08-17","Drawing the Spell","Comiket 72","Crazy Voltage",186,9
"Promise Her the Moon",2008,"2008-08-16","Drawing the Spell Ⅱ","Comiket 74","Crazy Voltage",278,1
"The Whirlwind",2008,"2008-08-16","Drawing the Spell Ⅱ","Comiket 74","Crazy Voltage",271,2
"The Ocean Tears",2008,"2008-08-16","Drawing the Spell Ⅱ","Comiket 74","Crazy Voltage",279,3
"Blessed Rain",2008,"2008-08-16","Drawing the Spell Ⅱ","Comiket 74","Crazy Voltage",146,4
"Maple's Fall",2008,"2008-08-16","Drawing the Spell Ⅱ","Comiket 74","Crazy Voltage",253,5
"Last Detarmination",2008,"2008-08-16","Drawing the Spell Ⅱ","Comiket 74","Crazy Voltage",211,6
"Book Of Secrets",2008,"2008-08-16","Drawing the Spell Ⅱ","Comiket 74","Crazy Voltage",322,7
"Twilight Zone",2008,"2008-12-29","Drawing the Spell Ⅲ","Comiket 75","Crazy Voltage",265,1
"Darkness In Mind",2008,"2008-12-29","Drawing the Spell Ⅲ","Comiket 75","Crazy Voltage",218,2
"Suspicion Breeds Phantoms",2008,"2008-12-29","Drawing the Spell Ⅲ","Comiket 75","Crazy Voltage",246,3
"Hourglass And Flames",2008,"2008-12-29","Drawing the Spell Ⅲ","Comiket 75","Crazy Voltage",228,4
"Algebra Magenda",2008,"2008-12-29","Drawing the Spell Ⅲ","Comiket 75","Crazy Voltage",286,5
"Dead Cold Still",2008,"2008-12-29","Drawing the Spell Ⅲ","Comiket 75","Crazy Voltage",244,6
"Spellcraft",2008,"2008-12-29","Drawing the Spell Ⅲ","Comiket 75","Crazy Voltage",292,7
"Faces In The Mask",2009,"2009-12-30","Drawing the Spell Ⅳ","Comiket 77","Crazy Voltage",0,1
"Saving My Close Friend",2009,"2009-12-30","Drawing the Spell Ⅳ","Comiket 77","Crazy Voltage",0,2
"Wonderland After Dark",2009,"2009-12-30","Drawing the Spell Ⅳ","Comiket 77","Crazy Voltage",0,3
"Imperfect Sight",2009,"2009-12-30","Drawing the Spell Ⅳ","Comiket 77","Crazy Voltage",0,4
"Blood Relation",2009,"2009-12-30","Drawing the Spell Ⅳ","Comiket 77","Crazy Voltage",0,5
"Lenient Judge",2009,"2009-12-30","Drawing the Spell Ⅳ","Comiket 77","Crazy Voltage",0,6
"Disaster Recovery",2009,"2009-12-30","Drawing the Spell Ⅳ","Comiket 77","Crazy Voltage",0,7
"moon stroll",2006,"2006-08-13","Drawing the Spell (Preview Disk)","Comiket 70","Crazy Voltage",211,1
"dark light",2006,"2006-08-13","Drawing the Spell (Preview Disk)","Comiket 70","Crazy Voltage",173,2
"no dimension",2006,"2006-08-13","Drawing the Spell (Preview Disk)","Comiket 70","Crazy Voltage",328,3
"drizzly rain",2010,"2010-03-14","drizzly again","Reitaisai 7","COOL&CREATE",244,1
"レザマリでもつらくないっ！",2010,"2010-03-14","drizzly again","Reitaisai 7","COOL&CREATE",192,2
"ラクト・ガール",2010,"2010-03-14","drizzly again","Reitaisai 7","COOL&CREATE",209,3
"としょかんのおと",2010,"2010-03-14","drizzly again","Reitaisai 7","COOL&CREATE",233,4
"レヴァリエ",2010,"2010-03-14","drizzly again","Reitaisai 7","COOL&CREATE",233,5
"drizzly rain (no vocal version)",2010,"2010-03-14","drizzly again","Reitaisai 7","COOL&CREATE",245,6
"レザマリでもつらくないっ！",2010,"2010-03-14","drizzly again","Reitaisai 7","COOL&CREATE",0,7
"ラクト・ガール",2010,"2010-03-14","drizzly again","Reitaisai 7","COOL&CREATE",0,8
"としょかんのおと",2010,"2010-03-14","drizzly again","Reitaisai 7","COOL&CREATE",0,9
"レヴァリエ",2010,"2010-03-14","drizzly again","Reitaisai 7","COOL&CREATE",0,10
"後語り",2010,"2010-03-14","drizzly again","Reitaisai 7","COOL&CREATE",725,11
"drizzzzzzly raaaaaain!!",2010,"2010-03-14","drizzly again","Reitaisai 7","COOL&CREATE",227,12
"パチュマリでもつらくないっ！",2010,"2010-03-14","drizzly again","Reitaisai 7","COOL&CREATE",155,13
"としょかんのおれ",2010,"2010-03-14","drizzly again","Reitaisai 7","COOL&CREATE",231,14
"Yet Another 'drizzly rain'",2010,"2010-03-14","drizzly again","Reitaisai 7","COOL&CREATE",289,15
"秋想い",2010,"2010-03-14","drizzly again","Reitaisai 7","COOL&CREATE",457,16
"Yet Another 'drizzly rain'",2006,"2006-05-21","drizzly train","Reitaisai 3","COOL&CREATE",287,1
"レザマリでもつらくないっ！",2006,"2006-05-21","drizzly train","Reitaisai 3","COOL&CREATE",177,2
"ラクト・ガール",2006,"2006-05-21","drizzly train","Reitaisai 3","COOL&CREATE",208,3
"としょかんのおと",2006,"2006-05-21","drizzly train","Reitaisai 3","COOL&CREATE",230,4
"Yet Another 'drizzly rain' (no vocal)",2006,"2006-05-21","drizzly train","Reitaisai 3","COOL&CREATE",287,5
"レザマリでもつらくないっ！",2006,"2006-05-21","drizzly train","Reitaisai 3","COOL&CREATE",0,6
"ラクト・ガール",2006,"2006-05-21","drizzly train","Reitaisai 3","COOL&CREATE",0,7
"としょかんのおと",2006,"2006-05-21","drizzly train","Reitaisai 3","COOL&CREATE",0,8
"なんかだらだら語った",2006,"2006-05-21","drizzly train","Reitaisai 3","COOL&CREATE",0,9
"drizzzzzzly raaaaaain!!",2006,"2006-05-21","drizzly train","Reitaisai 3","COOL&CREATE",232,10
"パチュマリでもつらくないっ！",2006,"2006-05-21","drizzly train","Reitaisai 3","COOL&CREATE",155,11
"としょかんのおれ",2006,"2006-05-21","drizzly train","Reitaisai 3","COOL&CREATE",231,12
"open file",2011,"2011-12-30","Du Cafe' due","Comiket 81","Attrielectrock",292,1
"le sentir",2011,"2011-12-30","Du Cafe' due","Comiket 81","Attrielectrock",372,2
"cuddle fille m'a est mignon",2011,"2011-12-30","Du Cafe' due","Comiket 81","Attrielectrock",285,3
"poli draft",2011,"2011-12-30","Du Cafe' due","Comiket 81","Attrielectrock",280,4
"Swim in Paper (NewEdit)",2011,"2011-12-30","Du Cafe' due","Comiket 81","Attrielectrock",287,5
"Interlude dans la tourmente",2011,"2011-12-30","Du Cafe' due","Comiket 81","Attrielectrock",166,6
"Swim in Paper (koreito Thé Orange Pekoe remix)",2011,"2011-12-30","Du Cafe' due","Comiket 81","Attrielectrock",467,7
"poli draft (koreito L'après-midi remix)",2011,"2011-12-30","Du Cafe' due","Comiket 81","Attrielectrock",326,8
"Les goûts comme un chagrin",2011,"2011-12-30","Du Cafe' due","Comiket 81","Attrielectrock",304,9
"Un Café Chic Record (du Café' mix)",2011,"2011-12-30","Du Cafe' due","Comiket 81","Attrielectrock",470,10
"Triple répétition feat.aoi",2011,"2011-12-30","Du Cafe' due","Comiket 81","Attrielectrock",311,11
"Presentiment of Danger",2009,"2009-03-08","Dungeon&Danger","Reitaisai 6","N-tone",189,1
"Diving into the Dungeon",2009,"2009-03-08","Dungeon&Danger","Reitaisai 6","N-tone",458,2
"Anchor under the ruins",2009,"2009-03-08","Dungeon&Danger","Reitaisai 6","N-tone",526,3
"Leviathan",2009,"2009-03-08","Dungeon&Danger","Reitaisai 6","N-tone",253,4
"Quarter Phase",2009,"2009-03-08","Dungeon&Danger","Reitaisai 6","N-tone",293,5
"Atom girl",2009,"2009-03-08","Dungeon&Danger","Reitaisai 6","N-tone",339,6
"Abyss",2009,"2009-03-08","Dungeon&Danger","Reitaisai 6","N-tone",373,7
"Phantasma plant",2009,"2009-03-08","Dungeon&Danger","Reitaisai 6","N-tone",431,8
"PRELUDE - FAIRY TALE",2006,"2006-05-21","EASTERN FAIRY TALE","Reitaisai 3","BITPLANE",200,1
"FANFARE",2006,"2006-05-21","EASTERN FAIRY TALE","Reitaisai 3","BITPLANE",75,2
"DEVILISH DREAM",2006,"2006-05-21","EASTERN FAIRY TALE","Reitaisai 3","BITPLANE",349,3
"SHANGHAI ALICE",2006,"2006-05-21","EASTERN FAIRY TALE","Reitaisai 3","BITPLANE",279,4
"TYKHO BLUE MOON",2006,"2006-05-21","EASTERN FAIRY TALE","Reitaisai 3","BITPLANE",305,5
"NIGHTMARE ALL OVER THE WORLD",2006,"2006-05-21","EASTERN FAIRY TALE","Reitaisai 3","BITPLANE",245,6
"ALICE DOLL",2006,"2006-05-21","EASTERN FAIRY TALE","Reitaisai 3","BITPLANE",199,7
"SHRINE MAIDEN",2006,"2006-05-21","EASTERN FAIRY TALE","Reitaisai 3","BITPLANE",225,8
"DELIRIUM STARGAZER",2006,"2006-05-21","EASTERN FAIRY TALE","Reitaisai 3","BITPLANE",326,9
"HEART QUEEN",2006,"2006-05-21","EASTERN FAIRY TALE","Reitaisai 3","BITPLANE",313,10
"CHERRY BLOSSOM GIRL",2006,"2006-05-21","EASTERN FAIRY TALE","Reitaisai 3","BITPLANE",393,11
"VOYAGE 1969",2006,"2006-05-21","EASTERN FAIRY TALE","Reitaisai 3","BITPLANE",72,12
"FAIRY TALE",2006,"2006-05-21","EASTERN FAIRY TALE","Reitaisai 3","BITPLANE",199,13
"Last concerto",2009,"2009-12-30","EASTERN GREEN MILE","Comiket 77","A.S.C.Y.",0,1
"misfortunes' deadline",2009,"2009-12-30","EASTERN GREEN MILE","Comiket 77","A.S.C.Y.",0,2
"コノハナサクヤヒメ",2009,"2009-12-30","EASTERN GREEN MILE","Comiket 77","A.S.C.Y.",0,3
"The Doll Maker of Ceausescu",2009,"2009-12-30","EASTERN GREEN MILE","Comiket 77","A.S.C.Y.",0,4
"Missing",2009,"2009-12-30","EASTERN GREEN MILE","Comiket 77","A.S.C.Y.",0,5
"Happy Happy Melancholy",2009,"2009-12-30","EASTERN GREEN MILE","Comiket 77","A.S.C.Y.",0,6
"Interlude:say GOOD-BYE to myself",2009,"2009-12-30","EASTERN GREEN MILE","Comiket 77","A.S.C.Y.",0,7
"腐乱人形",2009,"2009-12-30","EASTERN GREEN MILE","Comiket 77","A.S.C.Y.",0,8
"ILLstarred Dive",2009,"2009-12-30","EASTERN GREEN MILE","Comiket 77","A.S.C.Y.",0,9
"id",2009,"2009-12-30","EASTERN GREEN MILE","Comiket 77","A.S.C.Y.",0,10
"逆回転の太陽系",2009,"2009-12-30","EASTERN GREEN MILE","Comiket 77","A.S.C.Y.",0,11
"±",2009,"2009-12-30","EASTERN GREEN MILE","Comiket 77","A.S.C.Y.",3600,12
"E-G-N",2009,"2009-12-30","EASTERN GREEN MILE","Comiket 77","A.S.C.Y.",0,13
"Full Moon Parade",2009,"2009-12-30","EASTERN GREEN MILE","Comiket 77","A.S.C.Y.",0,14
"Prologue -At Dusk-",2009,"2009-12-30","ELECTRiC Re:ViEW","Comiket 77","chipion",0,1
